web-scraper-order,web-scraper-start-url,chiens_links,chiens_links-href,nom,prix,adresse,image_links-src
"1752456859-1","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4055594","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752456862-2","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4055616","Mouton ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752456864-3","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton  agnelle","https://sn.coinafrique.com/annonce/moutons/mouton-agnelle-4060011","Mouton  agnelle","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1752456867-4","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-4061067","Mouton femelle Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1752456870-5","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4061084","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1752456874-6","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4067794","Moutons","130 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752456877-7","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4069918","Moutons","120 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752456881-8","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4095794","Moutons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1752456885-9","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4100015","Moutons","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348484_uploaded_image1_1748376667.jpg"
"1752456890-10","https://sn.coinafrique.com/categorie/moutons?page=3","Agnelle Ladoum","https://sn.coinafrique.com/annonce/moutons/agnelle-ladoum-4124306","Agnelle Ladoum","125 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141471_uploaded_image1_1679321283.jpg"
"1752456892-11","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-4127293","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1752456898-12","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-4141471","Brebis","110 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1752456903-13","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4143070","Mouton ladoum","500 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1752456906-14","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum Azawatt","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-4150287","Mouton Ladoum Azawatt","400 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg"
"1752456909-15","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4150306","Mouton ladoum","500 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg"
"1752456911-16","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4152006","Mouton ladoum","600 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1752456918-17","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-4155201","Brebis","95 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1752456921-18","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4160771","Mouton Azawat","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg"
"1752456924-19","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4169738","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5355058_uploaded_image1_1748800702.jpg"
"1752456927-20","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-4175237","Brebis","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1752456932-21","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4177437","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1752456935-22","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4192844","Moutons","125 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752456939-23","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4195346","Mouton ladoum","850 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg"
"1752456943-24","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4196101","Mouton","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1752456947-25","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4198188","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752456950-26","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4198569","Moutons","240 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414666_uploaded_image1_1752063077.jpg"
"1752456955-27","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4198927","Mouton","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456962-28","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4200797","Mouton","125 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456964-29","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4202091","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1752456966-30","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4204058","Moutons","180 000 CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1752456969-31","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4206601","Mouton","135 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752456972-32","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4211097","Mouton","270 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1752456974-33","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","https://sn.coinafrique.com/annonce/moutons/brebis-4213425","Brebis","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430520_uploaded_image1_1698276223.jpg"
"1752456977-34","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4220644","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456980-35","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4223482","Mouton","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456982-36","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4223484","Mouton","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456986-37","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4223486","Mouton","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456989-38","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4223524","Mouton","97 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456992-39","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4223526","Mouton","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752456995-40","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4226905","Mouton","260 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1752456998-41","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4227161","Mouton","320 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457001-42","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4228460","Mouton","8 000 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752457003-43","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4228472","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752457007-44","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4229136","Mouton","170 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1752457009-45","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4231235","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348484_uploaded_image1_1748376667.jpg"
"1752457012-46","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4231286","Mouton","380 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1752457015-47","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4236443","Mouton","500 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1752457019-48","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-4237485","Bélier","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4237485_uploaded_image2_1685558172.jpeg"
"1752457022-49","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4237665","Mouton","450 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5401936_uploaded_image1_1751443255.jpg"
"1752457024-50","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4242404","Mouton","250 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457030-51","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4242585","Moutons","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457033-52","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4247736","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457036-53","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4247740","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457039-54","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4247742","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457042-55","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4247744","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457045-56","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4248460","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1752457048-57","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4250864","Mouton","400 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1752457051-58","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4251926","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752457054-59","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4252068","Mouton","250 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252068_uploaded_image1_1686495864.jpg"
"1752457057-60","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4252367","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1752457060-61","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-4253138","Bélier","475 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4253138_uploaded_image1_1686569913.jpg"
"1752457062-62","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton azwat","https://sn.coinafrique.com/annonce/moutons/mouton-azwat-4256261","Mouton azwat","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4256261_uploaded_image1_1686746544.jpg"
"1752457065-63","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4257202","Mouton","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457068-64","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4224488","Mouton","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1752457071-65","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4258464","Mouton","140 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1752457074-66","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4259471","Mouton","135 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457076-67","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4259601","Mouton","700 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752457079-68","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4259620","Mouton","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1752457082-69","https://sn.coinafrique.com/categorie/moutons?page=3","Mouron","https://sn.coinafrique.com/annonce/moutons/mouron-4260033","Mouron","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4260033_uploaded_image1_1687006073.jpg"
"1752457084-70","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4260472","Mouton","115 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457087-71","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4260583","Mouton","400 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1752457090-72","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4260735","Mouton","130 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457093-73","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4261058","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1752457096-74","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4261323","Mouton","145 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752457099-75","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-4261540","Bélier","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4261540_uploaded_image1_1687133074.jpg"
"1752457102-76","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4263512","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457104-77","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4264167","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1752457108-78","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4265640","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1752457110-79","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4265763","Mouton","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457113-80","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4265814","Mouton Ladoum","750 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414666_uploaded_image1_1752063077.jpg"
"1752457116-81","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4266788","Mouton","850 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1752457119-82","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4266947","Mouton ladoum","320 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1752457122-83","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4267338","Mouton","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4267338_uploaded_image1_1687474078.jpg"
"1752457125-84","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4271944","Mouton","325 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1752457131-85","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-4272303","Moutons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
