web-scraper-order,web-scraper-start-url,chiens_links,chiens_links-href,nom,prix,adresse,image_links-src
"1752457412-170","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4853595","Mouton","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg"
"1752457414-171","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4879970","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1752457416-172","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Mix","https://sn.coinafrique.com/annonce/moutons/ladoum-mix-4885680","Ladoum Mix","250 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885680_uploaded_image1_1723205050.jpg"
"1752457419-173","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4905476","Mouton Ladoum","350 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1752457423-174","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4931367","Mouton Ladoum","800 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1752457426-175","https://sn.coinafrique.com/categorie/moutons?page=1","Landoum pur","https://sn.coinafrique.com/annonce/moutons/landoum-pur-4948067","Landoum pur","1 200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1752457432-176","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoume","https://sn.coinafrique.com/annonce/moutons/femelle-ladoume-4961186","Femelle Ladoume","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961186_uploaded_image1_1727261381.jpg"
"1752457436-177","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4969219","Mouton Ladoum","650 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1752457439-178","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4969221","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1752457442-179","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4969224","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1752457445-180","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-4995716","Mouton","150 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg"
"1752457447-181","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5026478","Mouton Ladoum","1 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5362962_uploaded_image1_1749209010.jpg"
"1752457450-182","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5026510","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5362962_uploaded_image1_1749209010.jpg"
"1752457453-183","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5090703","Mouton","140 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457456-184","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5114762","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457459-185","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5114763","Mouton Ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1752457462-186","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5144166","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1752457465-187","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5159269","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457468-188","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5164450","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414666_uploaded_image1_1752063077.jpg"
"1752457472-189","https://sn.coinafrique.com/categorie/moutons?page=1","Bélier","https://sn.coinafrique.com/annonce/moutons/belier-5179070","Bélier","225 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1752457475-190","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-5179072","Ladoum","750 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1752457478-191","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187749","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752457481-192","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187761","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752457484-193","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187800","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752457487-194","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5187810","Mouton Ladoum","300 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1752457490-195","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5196554","Mouton","325 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457493-196","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5196558","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457496-197","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5200965","Mouton","300 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1752457499-198","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5228913","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457502-199","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5228921","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg"
"1752457505-200","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5234191","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457508-201","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5241794","Mouton","150 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5282919_uploaded_image1_1744724394.jpg"
"1752457512-202","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5242287","Mouton","350 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5282919_uploaded_image1_1744724394.jpg"
"1752457516-203","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5245223","Mouton","350 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5282919_uploaded_image1_1744724394.jpg"
"1752457521-204","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5282919","Mouton","450 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5282919_uploaded_image1_1744724394.jpg"
"1752457525-205","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5284283","Mouton","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752457530-206","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5288284","Mouton","150 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg"
"1752457533-207","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5288288","Mouton","80 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg"
"1752457536-208","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5289055","Mouton de tabaski","350 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1752457539-209","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5289057","Mouton de tabaski","400 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1752457542-210","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Toubaberr","https://sn.coinafrique.com/annonce/moutons/mouton-toubaberr-5271542","Mouton Toubaberr","105 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5271542_uploaded_image1_1744106341.jpg"
"1752457546-211","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5302020","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457549-212","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5302025","Mouton","375 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457552-213","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5311222","Mouton","500 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752457555-214","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5311435","Mouton Ladoum","600 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1752457559-215","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5311454","Mouton Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1752457562-216","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5311812","Mouton de tabaski","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5332022_uploaded_image1_1747430217.jpg"
"1752457564-217","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316323","Mouton de tabaski","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1752457567-218","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316327","Mouton de tabaski","325 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1752457570-219","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5316393","Mouton de tabaski","325 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1752457574-220","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5321660","Mouton Ladoum","550 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg"
"1752457577-221","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton domestique","https://sn.coinafrique.com/annonce/moutons/mouton-domestique-5321937","Mouton domestique","450 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5321937_uploaded_image1_1746913937.jpg"
"1752457580-222","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5328631","Mouton Ladoum","850 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1752457585-223","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5331651","Mouton","165 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1752457588-224","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5332007","Mouton de tabaski","600 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5332022_uploaded_image1_1747430217.jpg"
"1752457592-225","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5332009","Mouton de tabaski","600 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5332022_uploaded_image1_1747430217.jpg"
"1752457596-226","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5332022","Mouton de tabaski","600 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5332022_uploaded_image1_1747430217.jpg"
"1752457600-227","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5333364","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg"
"1752457605-228","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-5333365","Mouton de race","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg"
"1752457609-229","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5334036","Mouton Ladoum","800 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1752457612-230","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5334867","Mouton","190 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1752457616-231","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5334872","Mouton","275 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1752457619-232","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5337516","Mouton","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348484_uploaded_image1_1748376667.jpg"
"1752457622-233","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5342588","Mouton","600 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1752457625-234","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-5342599","Moutons","225 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1752457628-235","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-5344061","Moutons","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5344061_uploaded_image1_1748118408.jpg"
"1752457631-236","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5344147","Mouton de tabaski","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5344147_uploaded_image1_1748126098.jpg"
"1752457634-237","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Azawate","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-5344575","Mouton Azawate","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344575_uploaded_image1_1748175550.jpg"
"1752457637-238","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5344681","Mouton ladoum","600 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344681_uploaded_image1_1748183751.jpg"
"1752457639-239","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5344905","Mouton","250 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1752457643-240","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5347115","Mouton","180 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1752457645-241","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5348484","Mouton","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348484_uploaded_image1_1748376667.jpg"
"1752457649-242","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-5349203","Moutons","195 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1752457652-243","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5349513","Mouton","225 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1752457655-244","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-5351264","Mouton de tabaski","200 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1752457658-245","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5355058","Mouton Ladoum","500 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5355058_uploaded_image1_1748800702.jpg"
"1752457661-246","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5358627","Mouton","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5358627_uploaded_image1_1748961442.jpg"
"1752457664-247","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5362037","Mouton","130 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1752457668-248","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5362962","Mouton Ladoum","450 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5362962_uploaded_image1_1749209010.jpg"
"1752457671-249","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Azowate","https://sn.coinafrique.com/annonce/moutons/ladoum-azowate-5390051","Ladoum Azowate","125 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1752457674-250","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-5401936","Mouton","800 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5401936_uploaded_image1_1751443255.jpg"
"1752457677-251","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5414666","Mouton ladoum","1 200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414666_uploaded_image1_1752063077.jpg"
"1752457680-252","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-5416626","Mouton  ladoum","100 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
